"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT03"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-15","0.00","0.0","0.0",,"75","59","59",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-16","0.00","0.0","0.0",,"73","58","59",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-17","0.00","0.0","0.0",,"71","58","60",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-18","0.00","0.0","0.0",,"75","58","62",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-19","0.00","0.0","0.0",,"79","61","63",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-20","0.00","0.0","0.0",,"83","62","69",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-21","0.00","0.0","0.0",,"80","64","65",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-22","0.00","0.0","0.0",,"78","64","67",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-23","0.00","0.0","0.0",,"80","65","66",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-24","0.00","0.0","0.0",,"78","65","65",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-25","0.00","0.0","0.0",,"79","64","64",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-26","0.00","0.0","0.0",,"78","63","64",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-27","0.00","0.0","0.0",,"76","62","63",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-28","0.00","0.0","0.0",,"75","63","63",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-29","0.00","0.0","0.0",,"73","61","62",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-30","0.00","0.0","0.0",,"73","58","63",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-07-31","0.00","0.0","0.0",,"73","60","62",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-01","0.00","0.0","0.0",,"73","61","62",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-02","0.00","0.0","0.0",,"74","61","61",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-03","0.00","0.0","0.0",,"75","61","62",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-04","0.00","0.0","0.0",,"74","61","62",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-05","0.00","0.0","0.0",,"76","60","63",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-06","0.00","0.0","0.0",,"76","63","64",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-07","0.00","0.0","0.0",,"74","63","63",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-08","0.00","0.0","0.0",,"75","63","63",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-09","0.00","0.0","0.0",,"78","63","64",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-10","0.00","0.0","0.0",,"75","63","63",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-11","0.00","0.0","0.0",,"74","62","62",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-12","0.00","0.0","0.0",,"72","62","65",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-13","0.00","0.0","0.0",,"74","63","64",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-14","0.00","0.0","0.0",,"74","60","60",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-15","0.00","0.0","0.0",,"75","59","62",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-16","0.00","0.0","0.0",,"74","57","57",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-17","0.00","0.0","0.0",,"75","62","62",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-18","0.00","0.0","0.0",,"74","58","53",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-19","0.00","0.0","0.0",,"74","54","60",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-20","0.00","0.0","0.0",,"74","60","60",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-21","0.00","0.0","0.0",,"74","58","62",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-22","0.00","0.0","0.0",,"78","59","63",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-23","0.00","0.0","0.0",,"75","62","63",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-24","0.00","0.0","0.0",,"76","59","62",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-25","0.00","0.0","0.0",,"80","56","65",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-26","0.00","0.0","0.0",,"83","64","66",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-27","0.00","0.0","0.0",,"80","64","65",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-28","0.00","0.0","0.0",,"77","60","63",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-29","0.00","0.0","0.0",,"78","60","63",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-30","0.00","0.0","0.0",,"78","59","64",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-08-31","0.00","0.0","0.0",,"76","61","61",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-01","0.00","0.0",,,"86","60","60",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-02","0.00","0.0","0.0",,"69","54","54",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-03","0.00","0.0","0.0",,"68","52","52",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-04","0.00","0.0","0.0",,"69","48","51",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-05","0.00","0.0","0.0",,"71","51","51",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-06","0.00","0.0","0.0",,"70","48","56",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-07","0.00","0.0","0.0",,"69","51","57",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-08","0.00","0.0","0.0",,"67","56","62",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-09","0.40","0.0","0.0",,"66","56","58",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-10","0.00","0.0","0.0",,"67","51","51",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-11","0.00","0.0","0.0",,"68","49","52",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-12","0.00","0.0","0.0",,"68","49","53",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-13","0.00","0.0","0.0",,"73","48","56",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-14","0.00","0.0","0.0",,"73","52","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-15","0.00","0.0","0.0",,"85","52","67",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-16","0.00","0.0","0.0",,"84","52","53",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-17","0.00","0.0","0.0",,"87","60","71",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-18","0.00","0.0","0.0",,"86","58","59",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-19","0.00","0.0","0.0",,"83","53","58",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-20","0.00","0.0","0.0",,"88","58","65",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-21","0.00","0.0","0.0",,"84","57","59",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-22","0.00","0.0","0.0",,"81","53","53",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-23","0.00","0.0","0.0",,"71","51","51",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-24","0.00","0.0","0.0",,"72","46","51",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-25","0.00","0.0","0.0",,"68","48","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-26","0.00","0.0","0.0",,"70","48","48",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-27","0.00","0.0","0.0",,"66","40","47",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-28","0.00","0.0","0.0",,"70","45","46",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-29","0.00","0.0","0.0",,"67","43","52",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-11-30","0.00","0.0","0.0",,"68","47","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-01","0.01","0.0","0.0",,"66","48","58",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-02","0.19","0.0","0.0",,"60","53","53",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-03","0.00","0.0","0.0",,"64","43","46",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-04","0.00","0.0","0.0",,"66","43","57",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-05","0.00","0.0","0.0",,"71","48","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-06","0.00","0.0","0.0",,"75","44","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-07","0.00","0.0","0.0",,"71","45","52",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-08","0.00","0.0","0.0",,"66","47","60",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-09","0.00","0.0","0.0",,"76","47","57",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-10","0.00","0.0","0.0",,"75","51","53",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-11","0.00","0.0","0.0",,"70","47","47",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-12","0.00","0.0","0.0",,"65","42","48",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-13","0.00","0.0","0.0",,"62","42","46",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-14","0.00","0.0","0.0",,"62","41","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-15","0.00","0.0","0.0",,"63","43","43",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-16","0.00","0.0","0.0",,"63","39","52",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-17","0.00","0.0","0.0",,"63","49","51",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-18","0.00","0.0","0.0",,"62","48","48",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-19","0.00","0.0","0.0",,"69","46","56",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-20","0.00","0.0","0.0",,"77","55","65",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-21","0.00","0.0","0.0",,"72","54","54",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-22","0.00","0.0","0.0",,"66","51","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-23","0.00","0.0","0.0",,"73","53","67",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-24","0.00","0.0","0.0",,"82","51","52",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-25","0.02","0.0","0.0",,"59","50","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-26","0.07","0.0","0.0",,"62","50","50",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-27","0.00","0.0","0.0",,"65","46","50",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-28","0.01","0.0","0.0",,"65","48","51",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-29","0.00","0.0","0.0",,"66","49","50",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-30","0.00","0.0","0.0",,"67","45","50",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2005-12-31","0.57","0.0","0.0",,"60","48","51",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-01","0.83","0.0","0.0",,"58","49","54",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-02","0.68","0.0","0.0",,"60","52","52",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-03","0.00","0.0","0.0",,"63","45","46",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-04","0.00","0.0","0.0",,"73","45","64",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-05","0.00","0.0","0.0",,"82","63","68",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-06","0.00","0.0","0.0",,"86","53","53",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-07","0.00","0.0","0.0",,"69","46","51",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-08","0.00","0.0","0.0",,"71","47","53",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-09","0.00","0.0","0.0",,"75","50","56",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-10","0.00","0.0","0.0",,"76","47","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-11","0.00","0.0","0.0",,"66","41","47",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-12","0.00","0.0","0.0",,"65","42","48",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-13","0.00","0.0","0.0",,"65","44","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-14","0.12","0.0","0.0",,"59","46","46",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-15","0.00","0.0","0.0",,"61","39","39",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-16","0.00","0.0","0.0",,"67","37","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-17","0.00","0.0","0.0",,"68","46","46",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-18","0.00","0.0","0.0",,"61","42","48",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-19","0.00","0.0","0.0",,"63","41","45",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-20","0.00","0.0","0.0",,"66","40","42",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-21","0.00","0.0","0.0",,"67","41","48",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-22","0.00","0.0","0.0",,"70","43","57",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-23","0.00","0.0","0.0",,"74","54","65",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-24","0.00","0.0","0.0",,"76","48","48",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-25","0.00","0.0","0.0",,"63","43","47",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-26","0.00","0.0","0.0",,"63","46","48",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-27","0.00","0.0","0.0",,"63","44","46",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-28","0.00","0.0","0.0",,"63","41","46",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-29","0.00","0.0","0.0",,"65","41","48",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-30","0.00","0.0","0.0",,"64","42","46",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-01-31","0.00","0.0","0.0",,"64","45","46",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-01","0.00","0.0","0.0",,"67","43","47",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-02","0.00","0.0","0.0",,"71","43","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-03","0.00","0.0","0.0",,"67","48","52",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-04","0.00","0.0","0.0",,"65","51","58",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-05","0.00","0.0","0.0",,"85","48","70",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-06","0.00","0.0","0.0",,"82","53","60",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-07","0.00","0.0","0.0",,"82","55","58",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-08","0.00","0.0","0.0",,"87","55","56",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-09","0.00","0.0","0.0",,"90","51","53",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-10","0.00","0.0","0.0",,"66","42","52",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-11","0.00","0.0","0.0",,"65","45","54",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-12","0.00","0.0","0.0",,"87","52","56",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-13","0.00","0.0","0.0",,"87","52","52",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-14","0.00","0.0","0.0",,"67","47","56",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-15","0.00","0.0","0.0",,"61","42","42",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-16","0.00","0.0","0.0",,"62","38","44",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-17","0.17","0.0","0.0",,"60","39","42",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-18","0.19","0.0","0.0",,"57","38","43",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-19","0.18","0.0","0.0",,"56","42","42",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-20","0.00","0.0","0.0",,"60","38","43",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-21","0.00","0.0","0.0",,"64","41","45",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-22","0.00","0.0","0.0",,"65","40","43",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-23","0.00","0.0","0.0",,"69","40","48",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-24","0.00","0.0","0.0",,"65","40","45",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-25","0.00","0.0","0.0",,"66","37","53",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-26","0.00","0.0","0.0",,"71","45","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-27","1.39","0.0","0.0",,"60","50","59",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-02-28","0.22","0.0","0.0",,"64","46","46",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-01","0.00","0.0","0.0",,"63","42","45",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-02","0.00","0.0","0.0",,"63","42","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-03","0.34","0.0","0.0",,"58","44","44",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-04","0.00","0.0","0.0",,"62","39","44",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-05","0.00","0.0","0.0",,"62","41","50",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-06","0.34","0.0","0.0",,"57","49","53",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-07","0.00","0.0","0.0",,"63","46","46",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-08","0.00","0.0","0.0",,"63","42","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-09","0.00","0.0","0.0",,"62","42","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-10","0.20","0.0","0.0",,"54","42","42",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-11","0.05","0.0","0.0",,"51","40","45",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-12","0.10","0.0","0.0",,"57","35","40",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-13","0.00","0.0","0.0",,"59","38","42",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-14","0.00","0.0","0.0",,"61","38","48",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-15","0.00","0.0","0.0",,"62","40","45",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-16","0.00","0.0","0.0",,"62","40","50",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-17","0.11","0.0","0.0",,"58","44","44",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-18","0.00","0.0","0.0",,"59","40","48",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-19","0.00","0.0","0.0",,"59","46","46",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-20","0.28","0.0","0.0",,"62","43","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-21","0.00","0.0","0.0",,"58","39","45",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-22","0.00","0.0","0.0",,"63","40","48",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-23","0.00","0.0","0.0",,"78","44","50",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-24","0.00","0.0","0.0",,"70","45","51",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-25","0.03","0.0","0.0",,"64","47","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-26","0.00","0.0","0.0",,"66","44","52",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-27","0.11","0.0","0.0",,"64","49","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-28","1.64","0.0","0.0",,"64","48","52",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-29","0.00","0.0","0.0",,"64","45","52",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-30","0.00","0.0","0.0",,"64","48","48",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-03-31","0.19","0.0","0.0",,"63","47","52",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-01","0.25","0.0","0.0",,"64","47","47",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-02","0.00","0.0","0.0",,"64","44","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-03","0.47","0.0","0.0",,"59","54","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-04","2.08","0.0","0.0",,"66","49","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-05","0.13","0.0","0.0",,"60","46","46",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-06","0.00","0.0","0.0",,"65","42","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-07","0.00","0.0","0.0",,"65","44","53",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-08","0.00","0.0","0.0",,"66","50","50",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-09","0.00","0.0","0.0",,"64","46","50",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-10","0.01","0.0","0.0",,"65","48","54",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-11","0.01","0.0","0.0",,"66","48","51",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-12","0.00","0.0","0.0",,"72","47","51",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-13","0.00","0.0","0.0",,"73","46","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-14","0.27","0.0","0.0",,"62","53","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-15","0.00","0.0","0.0",,"65","53","53",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-16","0.00","0.0","0.0",,"65","49","56",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-17","0.00","0.0","0.0",,"65","50","50",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-18","0.00","0.0","0.0",,"82","44","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-19","0.00","0.0","0.0",,"76","47","53",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-20","0.00","0.0","0.0",,"74","48","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-21","0.00","0.0","0.0",,"67","54","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-22","0.00","0.0","0.0",,"62","51",,
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-23","0.00","0.0","0.0",,"65","47","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-24","0.00","0.0","0.0",,"66","52","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-25","0.00","0.0","0.0",,"62","54","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-26","0.00","0.0","0.0",,"66","53","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-27","0.00","0.0","0.0",,"67","54","56",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-28","0.00","0.0","0.0",,"66","54","58",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-29","0.00","0.0","0.0",,"64","55","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-04-30","0.00","0.0","0.0",,"65","55","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-05-01","0.00","0.0","0.0",,"67","54","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-05-02","0.00","0.0","0.0",,"63","55","55",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2006-05-03","0.01","0.0","0.0",,"62","55","55",
